Ratio O/F   ,  pc psi , Nozzle inl , Nozzle exi , rho kg/m^3,Tc K,M,gamma,k,c* m/s,Is opt s,Is vac s,Cf opt,Cf vac,c factor
2,575,9,4.73,0,2227.1672,23.2618,1.2828,1.1134,1387.0449,207.5596,228.7003,1.4675,1.617,1
2,576,9,4.73,0,2227.2666,23.2623,1.2828,1.1134,1387.0272,207.5595,228.7006,1.4675,1.617,1
2,577,9,4.73,0,2227.3662,23.2627,1.2828,1.1134,1387.0035,207.5593,228.7009,1.4675,1.617,1
2,578,9,4.73,0,2227.466,23.2632,1.2828,1.1134,1386.9669,207.5592,228.7012,1.4676,1.617,1
2,579,9,4.73,0,2227.5658,23.2636,1.2828,1.1134,1386.9328,207.559,228.7014,1.4676,1.6171,1
2,580,9,4.73,0,2227.6657,23.2641,1.2828,1.1134,1386.897,207.5589,228.7017,1.4676,1.6171,1
2,581,9,4.73,0,2227.7657,23.2645,1.2828,1.1134,1386.8598,207.5587,228.702,1.4677,1.6172,1
2,582,9,4.73,0,2227.8657,23.265,1.2828,1.1134,1386.8216,207.5586,228.7023,1.4677,1.6172,1
2,583,9,4.73,0,2227.9656,23.2655,1.2828,1.1134,1386.7826,207.5585,228.7026,1.4678,1.6173,1
2,584,9,4.73,0,2228.0656,23.2659,1.2828,1.1134,1386.7429,207.5583,228.7028,1.4678,1.6173,1
2,585,9,4.73,0,2228.1655,23.2664,1.2828,1.1134,1386.7027,207.5582,228.7031,1.4678,1.6174,1
2,586,9,4.73,0,2228.2654,23.2668,1.2828,1.1134,1386.6622,207.558,228.7034,1.4679,1.6174,1
2,587,9,4.73,0,2228.3652,23.2673,1.2828,1.1134,1386.6214,207.5579,228.7037,1.4679,1.6175,1
2,588,9,4.73,0,2228.465,23.2677,1.2828,1.1134,1386.5805,207.5577,228.704,1.468,1.6175,1
2,589,9,4.73,0,2228.5647,23.2682,1.2828,1.1134,1386.5394,207.5576,228.7042,1.468,1.6176,1
2,590,9,4.73,0,2228.6644,23.2686,1.2828,1.1134,1386.4983,207.5575,228.7045,1.468,1.6176,1
2,591,9,4.73,0,2228.764,23.2691,1.2828,1.1134,1386.4572,207.5573,228.7048,1.4681,1.6177,1
2,592,9,4.73,0,2228.8635,23.2695,1.2828,1.1134,1386.4162,207.5572,228.7051,1.4681,1.6177,1
2,593,9,4.73,0,2228.9629,23.27,1.2828,1.1134,1386.3753,207.557,228.7054,1.4682,1.6178,1
2,594,9,4.73,0,2229.0623,23.2705,1.2828,1.1134,1386.3345,207.5569,228.7056,1.4682,1.6178,1
2,595,9,4.73,0,2229.1616,23.2709,1.2828,1.1134,1386.2938,207.5567,228.7059,1.4683,1.6179,1
2,596,9,4.73,0,2229.2608,23.2714,1.2828,1.1134,1386.2532,207.5566,228.7062,1.4683,1.6179,1
2,597,9,4.73,0,2229.36,23.2718,1.2828,1.1135,1386.2128,207.5565,228.7065,1.4683,1.618,1
2,598,9,4.73,0,2229.4591,23.2723,1.2828,1.1135,1386.1585,207.556,228.7066,1.4684,1.618,1
2,599,9,4.73,0,2229.5581,23.2727,1.2828,1.1135,1386.1178,207.5559,228.7068,1.4684,1.6181,1
2,600,9,4.73,0,2229.657,23.2732,1.2828,1.1135,1386.0773,207.5557,228.7071,1.4685,1.6181,1
2,601,9,4.73,0,2229.7559,23.2736,1.2828,1.1135,1386.037,207.5556,228.7074,1.4685,1.6182,1
2,602,9,4.73,0,2229.8547,23.2741,1.2828,1.1135,1385.9968,207.5554,228.7076,1.4686,1.6182,1
2,603,9,4.73,0,2229.9534,23.2745,1.2828,1.1135,1385.9569,207.5552,228.7079,1.4686,1.6183,1
2,604,9,4.73,0,2230.0521,23.275,1.2827,1.1135,1385.917,207.5551,228.7082,1.4686,1.6183,1
2,605,9,4.73,0,2230.1507,23.2754,1.2827,1.1135,1385.8774,207.5549,228.7084,1.4687,1.6184,1
2,606,9,4.73,0,2230.2492,23.2759,1.2827,1.1135,1385.8379,207.5548,228.7087,1.4687,1.6184,1
2,607,9,4.73,0,2230.3476,23.2763,1.2827,1.1135,1385.7986,207.5546,228.709,1.4688,1.6185,1
2,608,9,4.73,0,2230.446,23.2768,1.2827,1.1135,1385.7594,207.5545,228.7092,1.4688,1.6185,1
2,609,9,4.73,0,2230.5444,23.2772,1.2827,1.1135,1385.7204,207.5543,228.7095,1.4688,1.6186,1
2,610,9,4.73,0,2230.6426,23.2777,1.2827,1.1135,1385.6815,207.5542,228.7098,1.4689,1.6186,1
2,611,9,4.73,0,2230.7408,23.2781,1.2827,1.1135,1385.6428,207.554,228.7101,1.4689,1.6187,1
2,612,9,4.73,0,2230.839,23.2786,1.2827,1.1135,1385.6042,207.5539,228.7103,1.469,1.6187,1
2,613,9,4.73,0,2230.937,23.279,1.2827,1.1135,1385.5658,207.5537,228.7106,1.469,1.6188,1
2,614,9,4.73,0,2231.035,23.2795,1.2827,1.1135,1385.5275,207.5536,228.7109,1.469,1.6188,1
2,615,9,4.73,0,2231.133,23.2799,1.2827,1.1135,1385.4894,207.5534,228.7111,1.4691,1.6188,1
2,616,9,4.73,0,2231.2309,23.2804,1.2827,1.1135,1385.4513,207.5533,228.7114,1.4691,1.6189,1
2,617,9,4.73,0,2231.3287,23.2808,1.2827,1.1135,1385.4134,207.5531,228.7117,1.4692,1.6189,1
2,618,9,4.73,0,2231.4265,23.2813,1.2827,1.1136,1385.3757,207.553,228.7119,1.4692,1.619,1
2,619,9,4.73,0,2231.5242,23.2817,1.2827,1.1136,1385.338,207.5528,228.7122,1.4692,1.619,1
2,620,9,4.73,0,2231.6219,23.2822,1.2827,1.1136,1385.3005,207.5527,228.7125,1.4693,1.6191,1
2,621,9,4.73,0,2231.7195,23.2826,1.2827,1.1136,1385.2631,207.5525,228.7127,1.4693,1.6191,1
2,622,9,4.73,0,2231.817,23.2831,1.2827,1.1136,1385.2258,207.5524,228.713,1.4694,1.6192,1
2,623,9,4.73,0,2231.9145,23.2835,1.2827,1.1136,1385.1887,207.5522,228.7133,1.4694,1.6192,1
2,624,9,4.73,0,2232.0121,23.284,1.2827,1.1136,1385.1516,207.5521,228.7135,1.4694,1.6193,1
2,625,9,4.73,0,2232.1095,23.2844,1.2827,1.1136,1385.1147,207.5519,228.7138,1.4695,1.6193,1
2,626,9,4.73,0,2232.2066,23.2849,1.2827,1.1136,1385.0779,207.5518,228.7141,1.4695,1.6193,1
2,627,9,4.73,0,2232.3041,23.2853,1.2827,1.1136,1385.0412,207.5516,228.7143,1.4695,1.6194,1
2,628,9,4.73,0,2232.4011,23.2858,1.2827,1.1136,1385.0042,207.5515,228.7146,1.4696,1.6194,1
2,629,9,4.73,0,2232.4982,23.2862,1.2827,1.1136,1384.9675,207.5513,228.7148,1.4696,1.6195,1
2,630,9,4.73,0,2232.5955,23.2867,1.2827,1.1136,1384.9312,207.5512,228.7151,1.4697,1.6195,1
2,631,9,4.73,0,2232.6924,23.2871,1.2827,1.1136,1384.8952,207.551,228.7154,1.4697,1.6196,1
2,632,9,4.73,0,2232.7894,23.2876,1.2827,1.1136,1384.8588,207.5509,228.7156,1.4697,1.6196,1
2,633,9,4.73,0,2232.8865,23.288,1.2827,1.1136,1384.8228,207.5507,228.7159,1.4698,1.6197,1
2,634,9,4.73,0,2232.9832,23.2884,1.2827,1.1136,1384.7872,207.5506,228.7162,1.4698,1.6197,1
2,635,9,4.73,0,2233.0801,23.2889,1.2827,1.1136,1384.7511,207.5504,228.7164,1.4698,1.6197,1
2,636,9,4.73,0,2233.177,23.2893,1.2827,1.1136,1384.7156,207.5503,228.7167,1.4699,1.6198,1
2,637,9,4.73,0,2233.2736,23.2898,1.2827,1.1136,1384.68,207.5449,228.7132,1.4699,1.6198,1
2,638,9,4.73,0,2233.3703,23.2902,1.2827,1.1136,1384.6443,207.5447,228.7135,1.4699,1.6198,1
2,639,9,4.73,0,2233.4671,23.2907,1.2827,1.1137,1384.6089,207.5446,228.7137,1.47,1.6199,1
2,640,9,4.73,0,2233.5637,23.2911,1.2827,1.1137,1384.5738,207.5444,228.714,1.47,1.6199,1
2,641,9,4.73,0,2233.66,23.2916,1.2827,1.1137,1384.5383,207.5443,228.7143,1.47,1.62,1
2,642,9,4.73,0,2233.7567,23.292,1.2827,1.1137,1384.5032,207.5442,228.7145,1.4701,1.62,1
2,643,9,4.73,0,2233.8532,23.2925,1.2827,1.1137,1384.4685,207.544,228.7148,1.4701,1.6201,1
2,644,9,4.73,0,2233.9494,23.2929,1.2827,1.1137,1384.4335,207.5439,228.7151,1.4701,1.6201,1
2,645,9,4.73,0,2234.0457,23.2934,1.2827,1.1137,1384.3985,207.5437,228.7153,1.4702,1.6201,1
2,646,9,4.73,0,2234.1422,23.2938,1.2827,1.1137,1384.364,207.5436,228.7156,1.4702,1.6202,1
2,647,9,4.73,0,2234.2384,23.2942,1.2827,1.1137,1384.3294,207.5434,228.7159,1.4702,1.6202,1
2,648,9,4.73,0,2234.3345,23.2947,1.2827,1.1137,1384.2946,207.5433,228.7161,1.4703,1.6203,1
2,649,9,4.73,0,2234.4306,23.2951,1.2827,1.1137,1384.2602,207.5432,228.7164,1.4703,1.6203,1
2,650,9,4.73,0,2234.5269,23.2956,1.2827,1.1137,1384.2261,207.543,228.7167,1.4704,1.6204,1
2,651,9,4.73,0,2234.623,23.296,1.2827,1.1137,1384.1918,207.5429,228.7169,1.4704,1.6204,1
2,652,9,4.73,0,2234.7188,23.2965,1.2827,1.1137,1384.1574,207.5427,228.7172,1.4704,1.6204,1
2,653,9,4.73,0,2234.8148,23.2969,1.2827,1.1137,1384.1234,207.5426,228.7174,1.4705,1.6205,1
2,654,9,4.73,0,2234.9109,23.2974,1.2827,1.1137,1384.0897,207.5425,228.7177,1.4705,1.6205,1
2,655,9,4.73,0,2235.0068,23.2978,1.2827,1.1137,1384.0559,207.5423,228.718,1.4705,1.6206,1
2,656,9,4.73,0,2235.1024,23.2982,1.2827,1.1137,1384.0218,207.5422,228.7182,1.4706,1.6206,1
2,657,9,4.73,0,2235.1982,23.2987,1.2827,1.1137,1383.9882,207.5421,228.7185,1.4706,1.6207,1
2,658,9,4.73,0,2235.2942,23.2991,1.2826,1.1137,1383.9549,207.5419,228.7188,1.4706,1.6207,1
2,659,9,4.73,0,2235.3899,23.2996,1.2826,1.1138,1383.9214,207.5418,228.719,1.4707,1.6207,1
2,660,9,4.73,0,2235.4855,23.3,1.2826,1.1138,1383.8878,207.5416,228.7193,1.4707,1.6208,1
2,661,9,4.73,0,2235.581,23.3005,1.2826,1.1138,1383.8545,207.5415,228.7196,1.4707,1.6208,1
2,662,9,4.73,0,2235.6766,23.3009,1.2826,1.1138,1383.8213,207.5414,228.7198,1.4708,1.6209,1
2,663,9,4.73,0,2235.7723,23.3013,1.2826,1.1138,1383.7885,207.5412,228.7201,1.4708,1.6209,1
2,664,9,4.73,0,2235.8677,23.3018,1.2826,1.1138,1383.7555,207.5411,228.7203,1.4708,1.6209,1
2,665,9,4.73,0,2235.9632,23.3022,1.2826,1.1138,1383.7223,207.5409,228.7206,1.4709,1.621,1
2,666,9,4.73,0,2236.0584,23.3027,1.2826,1.1138,1383.6895,207.5408,228.7209,1.4709,1.621,1
2,667,9,4.73,0,2236.1538,23.3031,1.2826,1.1138,1383.657,207.5407,228.7211,1.4709,1.6211,1
2,668,9,4.73,0,2236.2493,23.3036,1.2826,1.1138,1383.6244,207.5405,228.7214,1.471,1.6211,1
2,669,9,4.73,0,2236.3446,23.304,1.2826,1.1138,1383.5918,207.5404,228.7217,1.471,1.6211,1
2,670,9,4.73,0,2236.4398,23.3044,1.2826,1.1138,1383.5592,207.5403,228.7219,1.471,1.6212,1
2,671,9,4.73,0,2236.5348,23.3049,1.2826,1.1138,1383.5268,207.5401,228.7222,1.4711,1.6212,1
2,672,9,4.73,0,2236.63,23.3053,1.2826,1.1138,1383.4948,207.54,228.7224,1.4711,1.6213,1
2,673,9,4.73,0,2236.7251,23.3058,1.2826,1.1138,1383.4626,207.5399,228.7227,1.4711,1.6213,1
2,674,9,4.73,0,2236.8204,23.3062,1.2826,1.1138,1383.4305,207.5397,228.723,1.4712,1.6213,1
2,675,9,4.73,0,2236.9154,23.3067,1.2826,1.1138,1383.3983,207.5396,228.7232,1.4712,1.6214,1
2,676,9,4.73,0,2237.0104,23.3071,1.2826,1.1138,1383.3664,207.5394,228.7235,1.4712,1.6214,1
2,677,9,4.73,0,2237.1052,23.3075,1.2826,1.1138,1383.3346,207.5393,228.7237,1.4713,1.6215,1
2,678,9,4.73,0,2237.2001,23.308,1.2826,1.1139,1383.3032,207.5392,228.724,1.4713,1.6215,1
2,679,9,4.73,0,2237.295,23.3084,1.2826,1.1139,1383.2715,207.539,228.7243,1.4713,1.6215,1
2,680,9,4.73,0,2237.39,23.3089,1.2826,1.1139,1383.24,207.5389,228.7245,1.4714,1.6216,1
2,681,9,4.73,0,2237.4848,23.3093,1.2826,1.1139,1383.2083,207.5388,228.7248,1.4714,1.6216,1
2,682,9,4.73,0,2237.5796,23.3097,1.2826,1.1139,1383.177,207.5386,228.725,1.4714,1.6216,1
2,683,9,4.73,0,2237.6742,23.3102,1.2826,1.1139,1383.1457,207.5385,228.7253,1.4715,1.6217,1
2,684,9,4.73,0,2237.7689,23.3106,1.2826,1.1139,1383.1148,207.5384,228.7256,1.4715,1.6217,1
2,685,9,4.73,0,2237.8635,23.3111,1.2826,1.1139,1383.0837,207.5382,228.7258,1.4715,1.6218,1
2,686,9,4.73,0,2237.9583,23.3115,1.2826,1.1139,1383.0527,207.5381,228.7261,1.4716,1.6218,1
2,687,9,4.73,0,2238.0529,23.312,1.2826,1.1139,1383.0216,207.538,228.7263,1.4716,1.6218,1
2,688,9,4.73,0,2238.1474,23.3124,1.2826,1.1139,1382.9908,207.5378,228.7266,1.4716,1.6219,1
2,689,9,4.73,0,2238.242,23.3128,1.2826,1.1139,1382.96,207.5377,228.7269,1.4717,1.6219,1
2,690,9,4.73,0,2238.3363,23.3133,1.2826,1.1139,1382.9297,207.5376,228.7271,1.4717,1.622,1
2,691,9,4.73,0,2238.4307,23.3137,1.2826,1.1139,1382.8991,207.5374,228.7274,1.4717,1.622,1
2,692,9,4.73,0,2238.5251,23.3142,1.2826,1.1139,1382.8686,207.5373,228.7276,1.4718,1.622,1
2,693,9,4.73,0,2238.6197,23.3146,1.2826,1.1139,1382.8382,207.5372,228.7279,1.4718,1.6221,1
2,694,9,4.73,0,2238.714,23.315,1.2826,1.1139,1382.8077,207.537,228.7281,1.4718,1.6221,1
2,695,9,4.73,0,2238.8083,23.3155,1.2826,1.1139,1382.7775,207.5369,228.7284,1.4719,1.6221,1
2,696,9,4.73,0,2238.9026,23.3159,1.2826,1.1139,1382.7474,207.5368,228.7287,1.4719,1.6222,1
2,697,9,4.73,0,2238.9967,23.3164,1.2826,1.114,1382.7174,207.5366,228.7289,1.4719,1.6222,1
2,698,9,4.73,0,2239.0909,23.3168,1.2826,1.114,1382.6877,207.5365,228.7292,1.4719,1.6223,1
2,699,9,4.73,0,2239.1851,23.3172,1.2826,1.114,1382.6578,207.5364,228.7294,1.472,1.6223,1
2,700,9,4.73,0,2239.2792,23.3177,1.2826,1.114,1382.6281,207.5362,228.7297,1.472,1.6223,1
2.1,350,9,4.73,0,2177.656,22.9425,1.291,1.1122,1408.9046,208.9738,229.9688,1.4546,1.6007,1
2.1,351,9,4.73,0,2177.9659,22.9435,1.2909,1.1122,1408.9672,208.9765,229.9711,1.4545,1.6006,1
2.1,352,9,4.73,0,2178.2751,22.9446,1.2909,1.1122,1409.0297,208.9792,229.9735,1.4545,1.6006,1
2.1,353,9,4.73,0,2178.5835,22.9456,1.2909,1.1122,1409.092,208.9819,229.9758,1.4544,1.6005,1
2.1,354,9,4.73,0,2178.891,22.9467,1.2909,1.1122,1409.1541,208.9845,229.9782,1.4544,1.6005,1
2.1,355,9,4.73,0,2179.1978,22.9477,1.2909,1.1122,1409.216,208.9872,229.9805,1.4543,1.6004,1
2.1,356,9,4.73,0,2179.5038,22.9488,1.2909,1.1123,1409.2778,208.9898,229.9828,1.4543,1.6004,1
2.1,357,9,4.73,0,2179.809,22.9498,1.2909,1.1123,1409.3394,208.9924,229.9851,1.4542,1.6003,1
2.1,358,9,4.73,0,2180.1134,22.9508,1.2909,1.1123,1409.4008,208.995,229.9874,1.4542,1.6003,1
2.1,359,9,4.73,0,2180.417,22.9519,1.2909,1.1123,1409.462,208.9976,229.9897,1.4541,1.6002,1
2.1,360,9,4.73,0,2180.7199,22.9529,1.2909,1.1123,1409.5231,209.0002,229.992,1.4541,1.6002,1
2.1,361,9,4.73,0,2181.022,22.9539,1.2909,1.1123,1409.584,209.0028,229.9943,1.4541,1.6001,1
2.1,362,9,4.73,0,2181.3233,22.955,1.2908,1.1123,1409.6447,209.0054,229.9965,1.454,1.6,1
2.1,363,9,4.73,0,2181.6239,22.956,1.2908,1.1123,1409.7052,209.0079,229.9988,1.454,1.6,1
2.1,364,9,4.73,0,2181.9237,22.957,1.2908,1.1123,1409.7656,209.0105,230.001,1.4539,1.5999,1
2.1,365,9,4.73,0,2182.2228,22.958,1.2908,1.1124,1409.8259,209.013,230.0033,1.4539,1.5999,1
2.1,366,9,4.73,0,2182.5211,22.9591,1.2908,1.1124,1409.8859,209.0155,230.0055,1.4538,1.5998,1
2.1,367,9,4.73,0,2182.8186,22.9601,1.2908,1.1124,1407.7583,208.968,229.9725,1.4557,1.602,1
2.1,368,9,4.73,0,2183.1155,22.9611,1.2908,1.1124,1407.6904,208.9678,229.9729,1.4558,1.6021,1
2.1,369,9,4.73,0,2183.4116,22.9621,1.2908,1.1124,1407.6228,208.9677,229.9732,1.4558,1.6022,1
2.1,370,9,4.73,0,2183.7069,22.9631,1.2908,1.1124,1407.5556,208.9675,229.9735,1.4559,1.6023,1
2.1,371,9,4.73,0,2184.0016,22.9641,1.2908,1.1124,1407.4887,208.9673,229.9738,1.456,1.6023,1
2.1,372,9,4.73,0,2184.2955,22.9651,1.2907,1.1124,1407.4222,208.9671,229.9742,1.456,1.6024,1
2.1,373,9,4.73,0,2184.5886,22.9661,1.2907,1.1124,1407.356,208.9669,229.9745,1.4561,1.6025,1
2.1,374,9,4.73,0,2184.8811,22.9671,1.2907,1.1124,1407.2901,208.9667,229.9748,1.4562,1.6026,1
2.1,375,9,4.73,0,2185.1729,22.9681,1.2907,1.1125,1407.2246,208.9665,229.9751,1.4562,1.6026,1
2.1,376,9,4.73,0,2185.4639,22.9691,1.2907,1.1125,1407.1593,208.9663,229.9755,1.4563,1.6027,1
2.1,377,9,4.73,0,2185.7542,22.9701,1.2907,1.1125,1407.0945,208.9661,229.9758,1.4564,1.6028,1
2.1,378,9,4.73,0,2186.0439,22.9711,1.2907,1.1125,1407.0299,208.966,229.9761,1.4564,1.6029,1
2.1,379,9,4.73,0,2186.3328,22.9721,1.2907,1.1125,1406.9656,208.9658,229.9764,1.4565,1.603,1
2.1,380,9,4.73,0,2186.621,22.9731,1.2907,1.1125,1406.9017,208.9656,229.9767,1.4566,1.603,1
2.1,381,9,4.73,0,2186.9086,22.9741,1.2907,1.1125,1406.8381,208.9654,229.9771,1.4566,1.6031,1
2.1,382,9,4.73,0,2187.1954,22.9751,1.2907,1.1125,1406.7748,208.9652,229.9774,1.4567,1.6032,1
2.1,383,9,4.73,0,2187.4816,22.976,1.2906,1.1125,1406.7119,208.965,229.9777,1.4568,1.6032,1
2.1,384,9,4.73,0,2187.7671,22.977,1.2906,1.1125,1406.6492,208.9648,229.978,1.4568,1.6033,1
2.1,385,9,4.73,0,2188.0519,22.978,1.2906,1.1126,1406.5869,208.9646,229.9783,1.4569,1.6034,1
2.1,386,9,4.73,0,2188.336,22.979,1.2906,1.1126,1406.5248,208.9645,229.9786,1.457,1.6035,1
2.1,387,9,4.73,0,2188.6195,22.98,1.2906,1.1126,1406.4631,208.9643,229.979,1.457,1.6035,1
2.1,388,9,4.73,0,2188.9023,22.9809,1.2906,1.1126,1406.4016,208.9641,229.9793,1.4571,1.6036,1
2.1,389,9,4.73,0,2189.1844,22.9819,1.2906,1.1126,1406.3405,208.9639,229.9796,1.4571,1.6037,1
2.1,390,9,4.73,0,2189.4658,22.9829,1.2906,1.1126,1406.2797,208.9637,229.9799,1.4572,1.6038,1
2.1,391,9,4.73,0,2189.7466,22.9838,1.2906,1.1126,1406.2192,208.9635,229.9802,1.4573,1.6038,1
2.1,392,9,4.73,0,2190.0268,22.9848,1.2906,1.1126,1406.1589,208.9633,229.9805,1.4573,1.6039,1
2.1,393,9,4.73,0,2190.3063,22.9858,1.2906,1.1126,1406.099,208.9631,229.9809,1.4574,1.604,1
2.1,394,9,4.73,0,2190.5851,22.9867,1.2905,1.1126,1406.0394,208.963,229.9812,1.4574,1.604,1
2.1,395,9,4.73,0,2190.8633,22.9877,1.2905,1.1127,1405.98,208.9628,229.9815,1.4575,1.6041,1
2.1,396,9,4.73,0,2191.1409,22.9886,1.2905,1.1127,1405.921,208.9626,229.9818,1.4576,1.6042,1
2.1,397,9,4.73,0,2191.4178,22.9896,1.2905,1.1127,1405.8622,208.9624,229.9821,1.4576,1.6042,1
2.1,398,9,4.73,0,2191.6941,22.9905,1.2905,1.1127,1405.8037,208.9622,229.9824,1.4577,1.6043,1
2.1,399,9,4.73,0,2191.9697,22.9915,1.2905,1.1127,1405.7455,208.962,229.9827,1.4577,1.6044,1
2.1,400,9,4.73,0,2192.2447,22.9924,1.2905,1.1127,1405.6876,208.9618,229.983,1.4578,1.6045,1
2.1,401,9,4.73,0,2192.5191,22.9934,1.2905,1.1127,1405.6299,208.9616,229.9834,1.4579,1.6045,1
2.1,402,9,4.73,0,2192.7928,22.9943,1.2905,1.1127,1405.5726,208.9615,229.9837,1.4579,1.6046,1
2.1,403,9,4.73,0,2193.066,22.9953,1.2905,1.1127,1405.5155,208.9613,229.984,1.458,1.6047,1
2.1,404,9,4.73,0,2193.3385,22.9962,1.2905,1.1127,1405.4587,208.9611,229.9843,1.458,1.6047,1
2.1,405,9,4.73,0,2193.6104,22.9971,1.2904,1.1128,1405.4022,208.9609,229.9846,1.4581,1.6048,1
2.1,406,9,4.73,0,2193.8817,22.9981,1.2904,1.1128,1405.3459,208.9607,229.9849,1.4581,1.6049,1
2.1,407,9,4.73,0,2194.1523,22.999,1.2904,1.1128,1405.29,208.9605,229.9852,1.4582,1.6049,1
2.1,408,9,4.73,0,2194.4224,23,1.2904,1.1128,1405.2342,208.9603,229.9855,1.4583,1.605,1
2.1,409,9,4.73,0,2194.6919,23.0009,1.2904,1.1128,1405.1788,208.9602,229.9858,1.4583,1.6051,1
2.1,410,9,4.73,0,2194.9607,23.0018,1.2904,1.1128,1405.1236,208.96,229.9861,1.4584,1.6051,1
2.1,411,9,4.73,0,2195.229,23.0027,1.2904,1.1128,1405.0687,208.9598,229.9865,1.4584,1.6052,1
2.1,412,9,4.73,0,2195.4967,23.0037,1.2904,1.1128,1405.0141,208.9596,229.9868,1.4585,1.6053,1
2.1,413,9,4.73,0,2195.7637,23.0046,1.2904,1.1128,1404.9597,208.9594,229.9871,1.4585,1.6053,1
2.1,414,9,4.73,0,2196.0302,23.0055,1.2904,1.1128,1404.9055,208.9592,229.9874,1.4586,1.6054,1
2.1,415,9,4.73,0,2196.2961,23.0064,1.2904,1.1128,1404.8517,208.959,229.9877,1.4587,1.6054,1
2.1,416,9,4.73,0,2196.5614,23.0074,1.2903,1.1129,1404.7981,208.9589,229.988,1.4587,1.6055,1
2.1,417,9,4.73,0,2196.8261,23.0083,1.2903,1.1129,1404.7447,208.9587,229.9883,1.4588,1.6056,1
2.1,418,9,4.73,0,2197.0903,23.0092,1.2903,1.1129,1404.6916,208.9585,229.9886,1.4588,1.6056,1
2.1,419,9,4.73,0,2197.3538,23.0101,1.2903,1.1129,1404.6388,208.9583,229.9889,1.4589,1.6057,1
2.1,420,9,4.73,0,2197.6168,23.011,1.2903,1.1129,1404.5862,208.9581,229.9892,1.4589,1.6058,1
2.1,421,9,4.73,0,2197.8793,23.0119,1.2903,1.1129,1404.5338,208.9579,229.9895,1.459,1.6058,1
2.1,422,9,4.73,0,2198.1411,23.0128,1.2903,1.1129,1404.4817,208.9578,229.9898,1.459,1.6059,1
2.1,423,9,4.73,0,2198.4024,23.0137,1.2903,1.1129,1404.4299,208.9576,229.9901,1.4591,1.6059,1
2.1,424,9,4.73,0,2198.6631,23.0146,1.2903,1.1129,1404.3783,208.9574,229.9904,1.4591,1.606,1
2.1,425,9,4.73,0,2198.9233,23.0155,1.2903,1.1129,1404.3269,208.9572,229.9907,1.4592,1.6061,1
2.1,426,9,4.73,0,2199.1829,23.0165,1.2903,1.1129,1404.2758,208.957,229.991,1.4592,1.6061,1
2.1,427,9,4.73,0,2199.4419,23.0174,1.2902,1.113,1404.2249,208.9568,229.9913,1.4593,1.6062,1
2.1,428,9,4.73,0,2199.7004,23.0182,1.2902,1.113,1404.1743,208.9566,229.9916,1.4593,1.6062,1
2.1,429,9,4.73,0,2199.9583,23.0191,1.2902,1.113,1404.1239,208.9565,229.9919,1.4594,1.6063,1
2.1,430,9,4.73,0,2200.2157,23.02,1.2902,1.113,1404.0737,208.9563,229.9922,1.4594,1.6064,1
2.1,431,9,4.73,0,2200.4725,23.0209,1.2902,1.113,1404.0238,208.9561,229.9925,1.4595,1.6064,1
2.1,432,9,4.73,0,2200.7288,23.0218,1.2902,1.113,1403.9741,208.9559,229.9928,1.4595,1.6065,1
2.1,433,9,4.73,0,2200.9846,23.0227,1.2902,1.113,1403.9247,208.9557,229.9931,1.4596,1.6065,1
2.1,434,9,4.73,0,2201.2398,23.0236,1.2902,1.113,1403.8754,208.9555,229.9934,1.4596,1.6066,1
2.1,435,9,4.73,0,2201.4945,23.0245,1.2902,1.113,1403.8264,208.9554,229.9937,1.4597,1.6067,1
2.1,436,9,4.73,0,2201.7486,23.0254,1.2902,1.113,1403.7777,208.9552,229.994,1.4597,1.6067,1
2.1,437,9,4.73,0,2202.0022,23.0263,1.2902,1.113,1403.7291,208.955,229.9943,1.4598,1.6068,1
2.1,438,9,4.73,0,2202.2553,23.0271,1.2901,1.113,1403.6808,208.9548,229.9946,1.4598,1.6068,1
2.1,439,9,4.73,0,2202.5078,23.028,1.2901,1.1131,1403.6327,208.9546,229.9949,1.4599,1.6069,1
2.1,440,9,4.73,0,2202.7599,23.0289,1.2901,1.1131,1403.5849,208.9545,229.9952,1.4599,1.6069,1
2.1,441,9,4.73,0,2203.0114,23.0298,1.2901,1.1131,1403.5373,208.9543,229.9955,1.46,1.607,1
2.1,442,9,4.73,0,2203.2623,23.0307,1.2901,1.1131,1403.4898,208.9541,229.9958,1.46,1.6071,1
2.1,443,9,4.73,0,2203.5128,23.0315,1.2901,1.1131,1403.4426,208.9539,229.9961,1.4601,1.6071,1
2.1,444,9,4.73,0,2203.7627,23.0324,1.2901,1.1131,1403.3957,208.9537,229.9964,1.4601,1.6072,1
2.1,445,9,4.73,0,2204.0122,23.0333,1.2901,1.1131,1403.3489,208.9535,229.9967,1.4602,1.6072,1
2.1,446,9,4.73,0,2204.2611,23.0341,1.2901,1.1131,1403.3024,208.9534,229.997,1.4602,1.6073,1
2.1,447,9,4.73,0,2204.5095,23.035,1.2901,1.1131,1403.2561,208.9532,229.9973,1.4603,1.6073,1
2.1,448,9,4.73,0,2204.7574,23.0359,1.2901,1.1131,1403.21,208.953,229.9976,1.4603,1.6074,1
2.1,449,9,4.73,0,2205.0048,23.0367,1.2901,1.1131,1403.1641,208.9528,229.9979,1.4604,1.6074,1
2.1,450,9,4.73,0,2205.2517,23.0376,1.29,1.1131,1403.1184,208.9526,229.9982,1.4604,1.6075,1
